#id	rank	argument	turkID
33506	0.35088	First of all, gays have the fundamental right of equal happiness. Second of all, they are still part of society. Third of all, the government would have a better image if we allow the third gender to have the equal right of marriage. Also, it only proves that racism, sexism and hatred is non existent.	ASNTJ81DXL7E8
80510	0.64912	Dosen't it say in the declaration of independence that we have the right to life liberty and the purist of happiness	ASNTJ81DXL7E8
560	0.08065	This idea is essentially playing with semantics. Most people who are against gay marriages are really against gays, so calling it a "civil union" might shut their mouth, but will still not satisfy them. Furthermore, the effects on society are bound to be minimal on an overpopulated Earth where global warming will drastically reduce the already overtaxed ability of Nature to feed us. <br/> And if "undermining the assumptions of law that has developed over hundreds of years" is really an issue, than law should never change. We should revert back to tribes & slavery - why challenge any assumption?	AP6UK6XLJ6J3P
79007	0.11492	You cannot choose someone's lifestyle because you don't agree with it. You cannot call someone's lifestyle a "choice" when you are not that person and know that homosexuality was not a "choice."	AP6UK6XLJ6J3P
642	0.08065	I believe that everyone has a right to be happy. I have two best friends who are gay, one is female and the other is male. I have no problem being around them as well as when they are with their partners. I believe that gay people have every right to get married just as I had the right to get married to my husband. EVERYONE has the right to love who they want to love and even if they are gay they should be able to get married just like people who are straight.	AP6UK6XLJ6J3P
76794	0.14919	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	AP6UK6XLJ6J3P
74144	0.11492	Yes I believe gay marriage should be allowed. Mosy who do not want it to be allowed just dont like homosexuality all together, and therefore the opposing side tends to be prejudice. If two men or two women are happy together, love each other, and want to be with each other forever why shouldn't they be allowed to get married??	AP6UK6XLJ6J3P
594	0.08065	I don't care if calling it "marriage" offends people, or violates what they call the sanctity of marriage, gays should have the same RIGHTS that a married couple gets. Civil Union, Marriage, the coming together of two souls, or whatever you prefer to call it- gays NEED to be recognized on that level. Not allowing this is a violation to the constitution and it's unfortunate that the Supreme Court won't take a case on this because they're leaving it up to the states, yet Bush wanted to make an amendment stating what marriage is...	AP6UK6XLJ6J3P
75425	0.14919	AS LONG AS IT IS NOT DISEASE WE SHOULD ALL BE FINE WITH ITT ITS NOT OUR BUSINESS!!!	AP6UK6XLJ6J3P
33506	0.08065	First of all, gays have the fundamental right of equal happiness. Second of all, they are still part of society. Third of all, the government would have a better image if we allow the third gender to have the equal right of marriage. Also, it only proves that racism, sexism and hatred is non existent.	AP6UK6XLJ6J3P
68734	0.14919	A person should be free to do as he or she pleases. So in my opinion i really dont care much about gay marriage. I think it is in a way wrong but it doesn't really make that much of a big difference in society. So if you want to do it go ahead, it is your life, you make the decisions and choices. In some religions it is frowned upon, and i in a way frown upon it myself but dont let that influence your thoughts, just an opinion. <br/> Life is what you want it to be	AP6UK6XLJ6J3P
30529	0.50000	How can anyone say that Gay Marriage is Wrong. It is a personal choice that is made from personal beliefs so who are we to say that gay couples do not have the right to enjoy all of the benefits that straight couples do?	A2NU7L1HSP7URF
80099	0.50000	If straights are allowed to get married and do whatever they want, why cant gays?	A2NU7L1HSP7URF
34494	0.11696	let me start by saying i feel marriage as an institution is ridiculous and needn't exist, however thats another debate entirely. To me who wishes to get married is wholly irrelevant. Hell i think animals should be allowed to join in holy matrimony as well, it would certainley be an entertaining ceremony. Far more so then any wedding i have ever attended.	AJX3FR868SKDV
79007	0.21637	You cannot choose someone's lifestyle because you don't agree with it. You cannot call someone's lifestyle a "choice" when you are not that person and know that homosexuality was not a "choice."	AJX3FR868SKDV
79006	0.11696	You cannot choose someone's lifestyle because you don't agree with it. You cannot call someone's lifestyle a "choice" when you are not that person and know that homosexuality was not a "choice."	AJX3FR868SKDV
77300	0.21637	Gay Marriage. I'm an agnostic so in no way does my religion conflict with this matter. I'm an avid gay rights supporter. Marriage, is said to be the marriage of 2 people who love and care about each other. Some Straight couples just get married for the benefit of getting kids. So is that right in any case? What is the purpose of marriage if 2 people only get married to reap its benefits? I.e Have kids? As we are living in a developing society, more and more and more people are coming to terms and agreeing that gay marriage is ok.	AJX3FR868SKDV
76794	0.11696	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	AJX3FR868SKDV
80099	0.21637	If straights are allowed to get married and do whatever they want, why cant gays?	AJX3FR868SKDV
63084	0.05254	Religion, lifestyle etc is a personal choice. If your religion or culture disallows gay marriage, that's fine. It means you don't want to marry a person of the same gender. But then why should it extend to other religions or cultures? Gay people marrying in no way affects your marriage to the opposite gender either, they simply get married and get on with it just like you do.	A2MJB8LWZ9L4XI
76793	0.09720	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	A2MJB8LWZ9L4XI
68734	0.35026	A person should be free to do as he or she pleases. So in my opinion i really dont care much about gay marriage. I think it is in a way wrong but it doesn't really make that much of a big difference in society. So if you want to do it go ahead, it is your life, you make the decisions and choices. In some religions it is frowned upon, and i in a way frown upon it myself but dont let that influence your thoughts, just an opinion. <br/> Life is what you want it to be	A2MJB8LWZ9L4XI
519	0.35026	This is not a commonly known fact - Can you point me to a reference? <br/> Or do you mean that gay _sex_ is helping spread AIDS? In which case gay marriage may help reduce the problem.	A2MJB8LWZ9L4XI
80510	0.05254	Dosen't it say in the declaration of independence that we have the right to life liberty and the purist of happiness	A2MJB8LWZ9L4XI
76794	0.09720	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	A2MJB8LWZ9L4XI
73625	0.35088	Do gay marriages hurt anyone? No. Do gay marriages kill many people? No. Are gay marriages going to end the world? No. Are gay marriages in anyway affecting anyone but the two getting married? No. Then why the hell do straight ppl get so offensive? If you want marrage to just be between you fine let them do something else to show they love each other. Bottom line, if you love someone you should be allowed to be with them. God accepts everyone, his people should follow that. Bottom line, it should be a sin to kep two people who love each other apart. Enough said.	A1WXGWALMQ2EE7
542	0.64912	Three of your links are from right wing/conservative groups. Especially against gay marriage. They are extremely biased. I did not even have to go to the sites to know that. <br/> Those three are #2,#3, and #5 on your list. <br/> #2 is a polling company, if I recall and 'try' to write intelligently, but don't have research behind their writings. <br/> #1 has no real barring on the argument at hand.	A1WXGWALMQ2EE7
76793	0.17544	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	A19A6GUNMY4LFG
738391172	0.32456	one reason is just because so many more people agree with this side now	A19A6GUNMY4LFG
33506	0.17544	First of all, gays have the fundamental right of equal happiness. Second of all, they are still part of society. Third of all, the government would have a better image if we allow the third gender to have the equal right of marriage. Also, it only proves that racism, sexism and hatred is non existent.	A19A6GUNMY4LFG
81756	0.32456	I think it all depends on the individualist's point of view. We have no right to go against it. Different people have different point of views.We perceive that Gay marriage is weird and disgusting but they might feel the same way as we do and find that Man and Women marriages are weird. So I think it all depends on perceptions and we have no whats so ever right to question one's perceptions. We humans are very selfish creatures we only view things according to what we think is right and those who go against it we think that they are wrong.	A19A6GUNMY4LFG
81756	0.22586	I think it all depends on the individualist's point of view. We have no right to go against it. Different people have different point of views.We perceive that Gay marriage is weird and disgusting but they might feel the same way as we do and find that Man and Women marriages are weird. So I think it all depends on perceptions and we have no whats so ever right to question one's perceptions. We humans are very selfish creatures we only view things according to what we think is right and those who go against it we think that they are wrong.	A2WLK7DN0QVNHB
580	0.22586	The Bible is not the origin of marriage. Marriage is found in almost every society, including those that were never touched by Christianity (or Judaism) and societies that preceded Christianity (and Judaism). The Bible can only be argued to be the origin of Christian marriage, and even that is difficult to prove.	A2WLK7DN0QVNHB
73324	0.22586	What is wrong with it, if they want to marry let them. If were your child or adopted mother/father you'd accept it!!!	A2WLK7DN0QVNHB
76794	0.22586	There is an argument of people saying is gay marriage acceptable or unacceptable. I would say most of the population of Britain would say it is wrong however I think anybody should be allowed to express there feelings to the one they love so I think it is acceptable. Because how come we can get married to the other secuality however a man can't express his feelings to a man or a woman and a woman as gay sexuality I think gays should be allowed to do what they like when they like !!	A2WLK7DN0QVNHB
30529	0.03388	How can anyone say that Gay Marriage is Wrong. It is a personal choice that is made from personal beliefs so who are we to say that gay couples do not have the right to enjoy all of the benefits that straight couples do?	A2WLK7DN0QVNHB
649	0.06268	I have lots of gay friends. I'm all for it! <br/> People should stop being so against it. People can't help it. I've watched shows about it and I can really see how gay people feel.. when people are looking at them and some of them feel like they are being watched. It is just not right. We are all human.	A2WLK7DN0QVNHB
73625	0.06179	Do gay marriages hurt anyone? No. Do gay marriages kill many people? No. Are gay marriages going to end the world? No. Are gay marriages in anyway affecting anyone but the two getting married? No. Then why the hell do straight ppl get so offensive? If you want marrage to just be between you fine let them do something else to show they love each other. Bottom line, if you love someone you should be allowed to be with them. God accepts everyone, his people should follow that. Bottom line, it should be a sin to kep two people who love each other apart. Enough said.	ALU0M11UGXRKS
34494	0.11432	let me start by saying i feel marriage as an institution is ridiculous and needn't exist, however thats another debate entirely. To me who wishes to get married is wholly irrelevant. Hell i think animals should be allowed to join in holy matrimony as well, it would certainley be an entertaining ceremony. Far more so then any wedding i have ever attended.	ALU0M11UGXRKS
81756	0.41194	I think it all depends on the individualist's point of view. We have no right to go against it. Different people have different point of views.We perceive that Gay marriage is weird and disgusting but they might feel the same way as we do and find that Man and Women marriages are weird. So I think it all depends on perceptions and we have no whats so ever right to question one's perceptions. We humans are very selfish creatures we only view things according to what we think is right and those who go against it we think that they are wrong.	ALU0M11UGXRKS
560	0.41194	This idea is essentially playing with semantics. Most people who are against gay marriages are really against gays, so calling it a "civil union" might shut their mouth, but will still not satisfy them. Furthermore, the effects on society are bound to be minimal on an overpopulated Earth where global warming will drastically reduce the already overtaxed ability of Nature to feed us. <br/> And if "undermining the assumptions of law that has developed over hundreds of years" is really an issue, than law should never change. We should revert back to tribes & slavery - why challenge any assumption?	ALU0M11UGXRKS
516	0.50000	honestly who cares - if people want to be together so be it. <br/> it isn't like marriage is some high holy thing - we sell it on tv, in drive throughs, etc. and that is fake love. <br/> If people really want to be together then who are you to tell them no. If you don't like what they do, don't be their friend. <br/> plus what will you do when you kids are gay?	A2CAR48G9X397V
75425	0.50000	AS LONG AS IT IS NOT DISEASE WE SHOULD ALL BE FINE WITH ITT ITS NOT OUR BUSINESS!!!	A2CAR48G9X397V
63084	0.35088	Religion, lifestyle etc is a personal choice. If your religion or culture disallows gay marriage, that's fine. It means you don't want to marry a person of the same gender. But then why should it extend to other religions or cultures? Gay people marrying in no way affects your marriage to the opposite gender either, they simply get married and get on with it just like you do.	A35LPTBJU698C9
519	0.64912	This is not a commonly known fact - Can you point me to a reference? <br/> Or do you mean that gay _sex_ is helping spread AIDS? In which case gay marriage may help reduce the problem.	A35LPTBJU698C9
642	0.17544	I believe that everyone has a right to be happy. I have two best friends who are gay, one is female and the other is male. I have no problem being around them as well as when they are with their partners. I believe that gay people have every right to get married just as I had the right to get married to my husband. EVERYONE has the right to love who they want to love and even if they are gay they should be able to get married just like people who are straight.	AXL8STMTF8Z21
